,short_name,total
6269,T. Sparv,65.33333333333333
9802,D. Antolić,65.33333333333333
4863,P. McNair,65.33333333333333
5236,J. Valdés,65.33333333333333
6847,P. Mazzocchi,65.33333333333333
6797,D. Ljubicic,65.33333333333333
6244,Luíz Carlos,65.33333333333333
7600,J. Iglesias,65.33333333333333
5613,Flávio Rebeilo,65.33333333333333
3162,S. García,65.33333333333333
7642,Kaio Figueiras,65.33333333333333
4386,D. Linsmayer,65.33333333333333
3732,R. Shotton,65.33333333333333
1618,M. Mount,65.33333333333333
7477,Im Seon Yeong,65.33333333333333
7358,D. Arreola,65.33333333333333
2238,J. Alonso,65.33333333333333
3743,R. De Laet,65.33333333333333
5486,Kim Eun Sun,65.33333333333333
5222,R. Benzar,65.33333333333333
7363,J. Cortés,65.33333333333333
5391,R. Gucher,65.33333333333333
4862,G. Kamara,65.33333333333333
7500,Choe Yeong Joon,65.33333333333333
5750,S. Arzamendia,65.33333333333333
1266,E. N'Dicka,65.33333333333333
5044,J. Meffert,65.33333333333333
4206,A. D'Alberto,65.33333333333333
3465,C. Ikonomidis,65.33333333333333
9128,S. Diarra,65.33333333333333
3467,K. Pedersen,65.33333333333333
5723,M. Lowe,65.33333333333333
4010,Sandelas Júnior,65.33333333333333
7267,Oh Beom Seok,65.33333333333333
8184,N. Poulsen,65.33333333333333
9858,S. Yamamoto,65.33333333333333
6412,C. McLaughlin,65.33333333333333
7764,S. Dest,65.33333333333333
8205,R. Mazáň,65.33333333333333
7275,I. Anya,65.33333333333333
9102,S. McQueen,65.33333333333333
956,G. Ramírez,65.33333333333333
1868,M. Mevlja,65.33333333333333
8073,D. Liotti,65.33333333333333
5279,Molinero,65.33333333333333
1135,Iván Ramis,65.33333333333333
6100,C. Townsend,65.33333333333333
2592,L. Zelarayán,65.33333333333333
5951,N. Lima,65.33333333333333
7197,B. Vătăjelu,65.33333333333333
723,Vitolo,65.33333333333333
5157,M. Ljujić,65.33333333333333
4660,C. Goodwin,65.33333333333333
5158,J. Vuković,65.33333333333333
5422,P. Klingmann,65.33333333333333
2701,M. Wöber,65.33333333333333
168,Gonçalo Guedes,65.33333333333333
9235,Liao Lisheng,65.33333333333333
6049,M. Konczkowski,65.33333333333333
7256,Zapater,65.33333333333333
7009,A. Öztürk,65.33333333333333
4220,D. Bisoli,65.33333333333333
999,M. Vargas,65.33333333333333
11858,C. McCann,65.33333333333333
4534,M. Caire,65.33333333333333
4553,H. Dalsgaard,65.33333333333333
1684,S. Schrijvers,65.33333333333333
6407,Javi Ros,65.33333333333333
1838,M. Kelly,65.33333333333333
9163,A. Tshibola,65.33333333333333
2845,K. Wimmer,65.33333333333333
4213,F. Gorriarán,65.33333333333333
7259,N. Kilkenny,65.33333333333333
8139,M. Pinato,65.33333333333333
2852,A. Scholz,65.33333333333333
8644,Jin Jingdao,65.33333333333333
2858,A. Hunou,65.33333333333333
6020,G. Thorne,65.33333333333333
4515,S. de Jong,65.33333333333333
6023,J. Scowen,65.33333333333333
691,M. Gradel,65.33333333333333
6738,A. Grgić,65.33333333333333
3445,B. Bolingoli,65.33333333333333
6593,L. Reyes,65.33333333333333
3989,A. Schenetti,65.33333333333333
3462,M. Gakpa,65.33333333333333
6391,A. Richards,65.33333333333333
5702,M. Melluso,65.33333333333333
4677,Y. Candelo,65.33333333333333
5306,S. Marinos,65.33333333333333
8032,D. Bizimana,65.33333333333333
6141,F. Daprelà,65.33333333333333
4695,G. Toledo,65.33333333333333
3575,L. Blessing,65.33333333333333
4678,E. Perlaza,65.33333333333333
6163,R. Boateng,65.33333333333333
5294,S. Hutchinson,65.33333333333333
7343,F. Ojo,65.33333333333333
3583,M. Jevtović,65.33333333333333
4712,Alex das Freitas,65.33333333333333
4161,Jordi Calavera,65.33333333333333
3961,G. Letizia,65.33333333333333
6644,S. Birindelli,65.33333333333333
3328,Jorge Sáenz,65.33333333333333
340,David Neres,65.33333333333333
133,Sokratis,65.33333333333333
8326,B. Sweat,65.33333333333333
6647,F. Ortega,65.33333333333333
3613,K. Narey,65.33333333333333
3922,M. Rohdén,65.33333333333333
6916,Aguza,65.33333333333333
7289,L. Seijas,65.33333333333333
4242,Nadjack,65.33333333333333
2950,Lee Jae Sung,65.33333333333333
5770,Pêpê,65.33333333333333
2547,Juan Carlos,65.33333333333333
3542,J. Nieto,65.33333333333333
8281,O. Thioune,65.33333333333333
9577,M. Morganella,65.0
10234,He Chao,65.0
5661,A. Almendra,65.0
9451,P. Göbel,65.0
3305,M. Mehlem,65.0
7636,Ataúlfo Anjos,65.0
5831,B. Whiteman,65.0
9467,N. Yeri,65.0
3724,K. Nababkin,65.0
5782,M. Romeo,65.0
7354,V. Hedenstad,65.0
5741,Ander Guevara,65.0
9573,L. Grimi,65.0
11503,J. Ruffels,65.0
5833,Javi Muñoz,65.0
7506,A. Mățel,65.0
9418,L. Hyam,65.0
534,C. Smalling,65.0
3596,O. Lewicki,65.0
785,R. De Paul,65.0
5635,A. Benedetti,65.0
7349,J. Fontaine,65.0
7474,Yu Hai,65.0
4240,K. Mrabti,65.0
3530,F. Veseli,65.0
3602,Aketxe,65.0
7864,Carbonell,65.0
3612,V. Salazar,65.0
7563,F. Manríquez,65.0
7511,K. Rowe,65.0
3834,M. Besler,65.0
9752,M. Gajos,65.0
9599,K. Bru,65.0
7897,I. Ochoa,65.0
7429,J. Raitala,65.0
3246,T. Zwane,65.0
6840,A. Balić,65.0
411,João Félix,65.0
7415,T. Perthel,65.0
380,José Fonte,65.0
9498,S. Whittaker,65.0
5703,G. Lódico,65.0
7750,M. Carraro,65.0
722,N. Pallois,65.0
3495,S. Gustafson,65.0
7620,Z. Yıldırım,65.0
5527,H. Al Moqahwi,65.0
7723,L. Cacace,65.0
5471,Lee Yong,65.0
5668,L. Ferguson,65.0
7488,M. Pospíšil,65.0
7454,J. Delaplace,65.0
7556,H. Rojas,65.0
6740,M. Pedersen,65.0
739,Raúl,65.0
5569,W. Camacho,65.0
5734,Y. Eteki,65.0
5681,J. Dasilva,65.0
7360,J. Butterfield,65.0
6772,R. Manning,65.0
4059,Emerson,65.0
3974,D. Villalpando,65.0
465,M. Lanzini,65.0
7603,Vasco Rocha,65.0
5419,I. Pillud,65.0
3239,S. Vittor,65.0
3300,S. Longstaff,65.0
7530,A. Al Jebreen,65.0
6252,R. Lindgren,65.0
2164,M. Loum,65.0
9283,A. Woodyard,65.0
6295,B. Bjarnason,65.0
8496,T. Schrammel,65.0
2837,J. Brabec,65.0
4693,Alex Soares,65.0
8491,S. Ferguson,65.0
2498,G. Töre,65.0
7107,M. Moscati,65.0
3037,F. Forestieri,65.0
1451,A. Mierzejewski,65.0
1448,A. Hunt,65.0
876,A. Masiello,65.0
4888,J. Yueill,65.0
4877,E. Cobbaut,65.0
7187,M. Perez,65.0
6147,M. Kirkeskov,65.0
8118,A. Mendoza,65.0
2513,C. Clemens,65.0
4931,Tomás Podstawski,65.0
2520,M. Leckie,65.0
5197,J. Osorio,65.0
992,D. Upamecano,65.0
8273,D. Melnjak,65.0
1505,F. Borini,65.0
9034,E. Hyndman,65.0
4953,S. Peña,65.0
6325,J. van den Bergh,65.0
4391,R. Schüller,65.0
4389,F. Calvo,65.0
6118,P. Franco,65.0
5896,Cris Salvador,65.0
4520,O. Alanís,65.0
6267,W. Johnson,65.0
8531,S. Ciss,65.0
8352,A. Durak,65.0
2450,A. Chedjou,65.0
4813,R. Henry,65.0
1347,A. Rusnák,65.0
6936,M. Martínez,65.0
4460,G. Dicker,65.0
4462,J. Torres Nilo,65.0
9915,F. Downes,65.0
2217,Francisco Geraldes,65.0
5252,Dorca,65.0
923,A. Mehmedi,65.0
1333,S. Gigot,65.0
4788,D. Geiger,65.0
7161,M. Lais,65.0
6189,L. Bittante,65.0
4816,E. Konsa,65.0
4817,Fran Villalba,65.0
4819,R. Pierre-Gabriel,65.0
2453,A. Bjelland,65.0
8429,N. Gerzić,65.0
8086,H. Kawabe,65.0
5927,P. Seguin,65.0
2891,A. Pritchard,65.0
4834,Alex López,65.0
7295,G. Gómez,65.0
2268,A. Hack,65.0
7936,G. Honeyman,65.0
4837,G. Sandoval,65.0
4507,B. Angulo,65.0
6043,B. Touré,65.0
4425,M. Liendl,65.0
6488,Quini,65.0
4959,K. Anzai,65.0
5338,A. Cissokho,65.0
2568,R. Czichos,65.0
6379,K. Hyland,65.0
825,B. Verbič,65.0
1911,L. Refaelov,65.0
4626,Lee Seung Gi,65.0
5050,C. Fuentes,65.0
4362,T. Darikwa,65.0
1897,L. Podolski,65.0
8533,M. Jonckheere,65.0
7326,Zou Zheng,65.0
1876,K. Onisiwo,65.0
5871,J. Minala,65.0
6894,M. Power,65.0
1665,T. Jedvaj,65.0
7961,F. Henríquez,65.0
5067,J. Collins,65.0
5869,J. Narváez,65.0
1848,N. Sansone,65.0
5332,B. Urribarri,65.0
1100,K. Stöger,65.0
1825,K. Djidji,65.0
5855,Guga Rodrigues,65.0
1697,Gabriel Boschilia,65.0
7030,L. MacLeod,65.0
5096,L. Capezzi,65.0
7339,M. Zullo,65.0
11838,Choi Jae Soo,65.0
6064,T. Pellenard,65.0
7219,D. Beasley,65.0
7012,T. Blackett,65.0
6060,M. Gómez,65.0
1930,A. Mariappa,65.0
8951,J. Intriago,65.0
6376,D. Opare,65.0
6451,J. Meram,65.0
7060,Gerard Valentín,65.0
6340,Mano,65.0
5883,D. Ivan,65.0
9161,G. Iñíguez,65.0
8141,M. Poletanović,65.0
6018,J. Bidwell,65.0
1003,J. Grealish,65.0
6093,M. Ritzmaier,65.0
6453,R. Towell,65.0
7321,R. Salinas,65.0
8536,C. Deac,65.0
7047,M. Miloš,65.0
5697,M. Smith,64.66666666666667
6056,S. Martínez,64.66666666666667
9551,C. Del Grosso,64.66666666666667
5718,I. Diallo,64.66666666666667
7688,R. Mandive,64.66666666666667
4736,K. Higashi,64.66666666666667
8348,C. Grindheim,64.66666666666667
5464,R. Bonevacia,64.66666666666667
7162,D. Łukasik,64.66666666666667
1089,C. Domínguez,64.66666666666667
6185,J. Villota,64.66666666666667
4185,P. Mwene,64.66666666666667
5309,R. Fernández,64.66666666666667
1277,A. Ndiaye,64.66666666666667
8277,R. Yamanaka,64.66666666666667
8259,Renato,64.66666666666667
2571,D. Lazović,64.66666666666667
6926,C. Leemans,64.66666666666667
2539,Diego,64.66666666666667
6568,Carvamelinho,64.66666666666667
2473,L. Balogun,64.66666666666667
6162,F. Hartherz,64.66666666666667
3502,J. Elez,64.66666666666667
9097,E. Zejnullahu,64.66666666666667
6525,Filipe Ferreira,64.66666666666667
7434,C. Erbes,64.66666666666667
7206,F. Müller,64.66666666666667
2623,Enaldo Toxeto,64.66666666666667
1121,A. Younes,64.66666666666667
6750,C. Paredes,64.66666666666667
7180,M. Duarte,64.66666666666667
5442,R. Maiello,64.66666666666667
8204,M. Polster,64.66666666666667
9859,K. Moriya,64.66666666666667
8195,A. Al Sulayhim,64.66666666666667
262,S. Savić,64.66666666666667
401,E. Zahavi,64.66666666666667
7201,M. Wanitzek,64.66666666666667
10904,D. Chica,64.66666666666667
7440,M. Titsch Rivero,64.66666666666667
9059,A. Reca,64.66666666666667
4702,N. Leyes,64.66666666666667
10437,T. Thompson,64.66666666666667
5640,Jailson Oliva,64.66666666666667
5551,R. Caroca,64.66666666666667
5543,Cifu,64.66666666666667
8569,Xavi Molina,64.66666666666667
3877,L. Caldirola,64.66666666666667
1575,Y. Abdelhamid,64.66666666666667
8560,Noguera,64.66666666666667
6829,S. Mallan,64.66666666666667
8556,Hernán,64.66666666666667
10067,L. Rajot,64.66666666666667
1604,Rafael Cachoira,64.66666666666667
7063,V. N'Simba,64.66666666666667
6460,Kijera,64.66666666666667
6331,S. Celozzi,64.66666666666667
4963,J. Robinson,64.66666666666667
1528,I. Brizuela,64.66666666666667
6979,João Vigário,64.66666666666667
2080,A. Hurtado,64.66666666666667
4031,S. Hernández,64.66666666666667
1612,A. Zamorado,64.66666666666667
5196,A. Farrell,64.66666666666667
8642,Piao Cheng,64.66666666666667
8681,Renan Tojeiras,64.66666666666667
5511,R. Pucino,64.66666666666667
3994,D. Lemos,64.66666666666667
5132,S. Thern,64.66666666666667
5103,L. Pico,64.66666666666667
8710,F. Saucedo,64.66666666666667
5522,F. Starzyński,64.66666666666667
9666,Y. Anchico,64.66666666666667
7520,A. Frączczak,64.66666666666667
7004,D. Petrucci,64.66666666666667
9663,T. Çamdal,64.66666666666667
5069,Z. Kožulj,64.66666666666667
1663,R. Skov,64.66666666666667
7562,F. Cordero,64.66666666666667
1891,J. Morel,64.66666666666667
1644,A. Ounas,64.66666666666667
1509,Kiko Olivas,64.66666666666667
7080,H. Vučkić,64.66666666666667
8371,J. Samuelsen,64.66666666666667
2320,G. Trauner,64.66666666666667
5614,Daguinho Parrela,64.66666666666667
8432,F. Bellugou,64.66666666666667
8430,P. Bengtsson,64.66666666666667
5232,K. Beckerman,64.66666666666667
623,L. Cabrera,64.66666666666667
12063,L. Mancinelli,64.66666666666667
4812,Jean Lucas,64.66666666666667
2322,E. Dilaver,64.66666666666667
1371,F. Di Francesco,64.66666666666667
3679,A. Issoko,64.66666666666667
3678,R. Lod,64.66666666666667
4124,R. Coly,64.66666666666667
4131,E. Remedi,64.66666666666667
4768,M. Svanberg,64.66666666666667
8381,Abraham González,64.66666666666667
2386,M. Rodríguez,64.66666666666667
3726,Y. Cahuzac,64.66666666666667
2255,A. Webster,64.66666666666667
8839,D. Mitchell,64.66666666666667
3796,M. Diouf,64.66666666666667
6305,A. Djoum,64.66666666666667
2110,Fabrio Farinha,64.66666666666667
8510,A. Uludağ,64.66666666666667
2134,O. Kabak,64.66666666666667
7084,M. Abu,64.66666666666667
4921,C. Rodríguez,64.66666666666667
5202,O. Benítez,64.66666666666667
6861,L. Kelly,64.66666666666667
1399,E. Cardona,64.66666666666667
4075,D. Barinov,64.66666666666667
7625,J. Sabbatini,64.66666666666667
2178,Joaquín,64.66666666666667
4890,Olabe,64.66666666666667
4886,T. Guidara,64.66666666666667
6281,V. Basha,64.66666666666667
6486,B. van Polen,64.66666666666667
9132,I. Sankhon,64.66666666666667
2461,J. Chester,64.66666666666667
4233,J. Arzura,64.66666666666667
2990,A. McGeady,64.66666666666667
3242,D. Delgado,64.66666666666667
7840,C. Brannagan,64.66666666666667
135,M. Özil,64.66666666666667
5430,Escassi,64.66666666666667
6903,Jordi Quintillà,64.66666666666667
3257,Ailton Valpaços,64.66666666666667
830,L. Dunk,64.66666666666667
3338,O. Alderete,64.66666666666667
9299,E. Zenga,64.66666666666667
4505,C. Yacob,64.66666666666667
4375,Dener,64.66666666666667
7985,T. Lumanza Lembi,64.66666666666667
5757,D. Mancini,64.66666666666667
5802,D. Zeefuik,64.66666666666667
10183,J. Bellegarde,64.66666666666667
383,K. Gameiro,64.66666666666667
5418,A. Ajdarević,64.66666666666667
6662,Valery,64.66666666666667
7251,M. Parensen,64.66666666666667
8125,L. Cabrera,64.66666666666667
4278,R. Carrascal,64.66666666666667
7379,L. Murphy,64.66666666666667
7309,André Leão,64.66666666666667
4400,Son Jun Ho,64.66666666666667
4416,A. Espino,64.66666666666667
6880,S. Colombatto,64.66666666666667
859,Bastos,64.66666666666667
5909,S. Walsh,64.66666666666667
6651,K. Michael,64.66666666666667
2827,V. Jovanović,64.66666666666667
7818,B. Baningime,64.66666666666667
4496,G. Berardi,64.66666666666667
8158,K. Barmen,64.66666666666667
8166,Li Ke,64.66666666666667
4317,F. Mrzljak,64.66666666666667
5967,M. Valoti,64.66666666666667
6595,L. Mora,64.66666666666667
8072,G. Di Noia,64.66666666666667
7925,L. Ofori,64.66666666666667
5394,D. de Buen,64.66666666666667
6882,P. Clement,64.66666666666667
8060,C. Cuevas,64.66666666666667
8161,J. Lundstram,64.66666666666667
1037,Vallejo,64.66666666666667
5850,L. Wing,64.66666666666667
5848,V. Janjičić,64.66666666666667
321,J. Vardy,64.66666666666667
6703,Y. Herrera,64.66666666666667
8055,C. Rodríguez,64.66666666666667
8159,J. Knudsen,64.66666666666667
5220,S. Kurumaya,64.33333333333333
5225,F. Torrent,64.33333333333333
7118,J. Clauss,64.33333333333333
3749,Suso Santana,64.33333333333333
8378,G. Munari,64.33333333333333
5276,M. Parkhurst,64.33333333333333
10225,L. Chávez,64.33333333333333
3641,A. Benali,64.33333333333333
8889,A. Harroui,64.33333333333333
4873,J. Andersson,64.33333333333333
1390,D. Heintz,64.33333333333333
940,S. Cook,64.33333333333333
3325,S. Luperto,64.33333333333333
9731,K. Naismith,64.33333333333333
5217,V. Mogoș,64.33333333333333
209,C. Vela,64.33333333333333
119,K. Coman,64.33333333333333
7282,C. Skuse,64.33333333333333
7849,F. Miguel,64.33333333333333
8019,A. Hrustić,64.33333333333333
6906,C. Lenz,64.33333333333333
1340,A. Barboza,64.33333333333333
8416,D. Furman,64.33333333333333
6227,S. Karamoko,64.33333333333333
9426,A. De Vitis,64.33333333333333
7651,S. Hlanti,64.33333333333333
8031,A. Matějů,64.33333333333333
3670,Rober Ibáñez,64.33333333333333
4828,M. Friedl,64.33333333333333
6211,V. Fındıklı,64.33333333333333
8426,J. Martínez,64.33333333333333
7844,B. Close,64.33333333333333
5267,J. Hayes,64.33333333333333
9263,Pité,64.33333333333333
1317,D. Ćaleta-Car,64.33333333333333
9571,T. Rowe,64.33333333333333
4236,G. Jung,64.33333333333333
10219,M. Pepić,64.33333333333333
4830,G. Carrasco,64.33333333333333
6511,F. Schultz,64.33333333333333
8379,G. Rodríguez,64.33333333333333
8477,N. Gorobsov,64.33333333333333
1071,G. Pereiro,64.33333333333333
874,S. Nasri,64.33333333333333
8786,Show,64.33333333333333
8758,Y. Adli,64.33333333333333
1948,A. Ranocchia,64.33333333333333
7041,C. Brunner,64.33333333333333
5811,H. De la Fuente,64.33333333333333
1926,H. Ayala,64.33333333333333
6387,Lionn,64.33333333333333
6673,R. Harper,64.33333333333333
5055,R. Bauer,64.33333333333333
820,D. Berardi,64.33333333333333
10087,Seoane,64.33333333333333
7905,D. Duarte,64.33333333333333
353,A. Plea,64.33333333333333
8624,K. Azamoum,64.33333333333333
4351,J. Kirchhoff,64.33333333333333
6405,V. Sarı,64.33333333333333
7553,J. Hernández,64.33333333333333
7550,J. Roa,64.33333333333333
7336,A. Feick,64.33333333333333
4341,N. Oroz,64.33333333333333
3215,Kim Seung Dae,64.33333333333333
1806,Jason,64.33333333333333
6678,V. Loroña,64.33333333333333
8656,M. Šitum,64.33333333333333
7028,J. Pelupessy,64.33333333333333
7539,Ricardo Nunes,64.33333333333333
8668,S. Aytaç,64.33333333333333
5115,Pol Llonch,64.33333333333333
7013,J. Brillante,64.33333333333333
3193,R. Bezus,64.33333333333333
6895,H. Kryeziu,64.33333333333333
7898,Y. Ideguchi,64.33333333333333
7093,M. Delgado,64.33333333333333
764,C. Ünder,64.33333333333333
4906,Iván Rodríguez,64.33333333333333
4909,K. Diks,64.33333333333333
4914,K. N'Doram,64.33333333333333
7867,M. Hongla,64.33333333333333
7382,L. Damour,64.33333333333333
4270,T. Pledl,64.33333333333333
7875,R. Frosler,64.33333333333333
4925,M. Dräger,64.33333333333333
8504,Bruno Monteiro,64.33333333333333
4755,L. Filip,64.33333333333333
10803,Jeong Hyuk,64.33333333333333
2103,Caio Nunson,64.33333333333333
7378,S. Eriksson,64.33333333333333
7374,P. Valdivia,64.33333333333333
7598,A. Mateiu,64.33333333333333
3079,Juan Cala,64.33333333333333
3083,P. Mpoku,64.33333333333333
555,R. Jiménez,64.33333333333333
2065,A. Katai,64.33333333333333
6858,J. Fernández,64.33333333333333
4050,O. Kökçü,64.33333333333333
1536,A. Schürrle,64.33333333333333
4976,Pol García,64.33333333333333
10452,F. Ávila,64.33333333333333
2025,C. Dawson,64.33333333333333
7978,Paulo Otávio,64.33333333333333
1581,R. Steffen,64.33333333333333
3131,F. Diagne,64.33333333333333
1591,A. Mena,64.33333333333333
8514,K. Kanak,64.33333333333333
9269,B. Boulahroud,64.33333333333333
8097,André Pedrosa,64.33333333333333
5286,Adriano Mezavilla,64.33333333333333
9756,S. Velev,64.33333333333333
169,N. Pépé,64.33333333333333
7170,A. Oueslati,64.33333333333333
8135,L. López,64.33333333333333
5713,F. Cassata,64.33333333333333
8335,Borja Domínguez,64.33333333333333
9022,F. Proia,64.33333333333333
2459,J. Russell,64.33333333333333
7724,C. Doucouré,64.33333333333333
7261,B. Safari,64.33333333333333
2900,M. Zaldivia,64.33333333333333
8284,L. De Bock,64.33333333333333
6008,T. Augello,64.33333333333333
254,Iñaki Williams,64.33333333333333
8147,G. Rolando,64.33333333333333
5660,N. Cozza,64.33333333333333
6739,L. Dickmann,64.33333333333333
3402,D. Nedelcu,64.33333333333333
2857,Y. Gordillo,64.33333333333333
3405,M. Suárez,64.33333333333333
6088,A. Paločević,64.33333333333333
2772,Edgar Ié,64.33333333333333
6552,Luís Aurélio,64.33333333333333
4694,M. Morishige,64.33333333333333
2834,L. Moore,64.33333333333333
7722,A. Sambi Lokonga,64.33333333333333
8145,S. Al Ghannam,64.33333333333333
5345,A. Power,64.33333333333333
9873,K. Rodrigues Pires,64.33333333333333
6090,A. Artean,64.33333333333333
6164,N. Byrne,64.33333333333333
4714,Heltinho Melo,64.33333333333333
393,S. Giovinco,64.33333333333333
6073,Kim Jong Woo,64.33333333333333
9532,D. Guthrie,64.33333333333333
3539,S. Piette,64.33333333333333
7421,M. Leovac,64.33333333333333
946,A. Townsend,64.33333333333333
8355,B. Jones,64.33333333333333
9029,L. Thompson,64.33333333333333
11566,T. Haye,64.33333333333333
7232,C. Salcido,64.33333333333333
8122,S. Pasa,64.33333333333333
7423,D. Gavazzi,64.33333333333333
6759,G. Mensah,64.33333333333333
4549,K. Laribi,64.33333333333333
10483,S. Ohlsson,64.33333333333333
318,K. Bellarabi,64.33333333333333
9448,P. González,64.33333333333333
3423,Diego González,64.33333333333333
4602,A. Abrashi,64.33333333333333
2798,R. Koch,64.33333333333333
4545,M. van der Werff,64.33333333333333
6190,Álvaro Peña,64.33333333333333
9555,J. Bornstein,64.33333333333333
2672,J. Gélin,64.33333333333333
9221,D. Bakker,64.33333333333333
8256,F. Tardieu,64.33333333333333
8830,O. Rodríguez,64.0
5018,Rafa Navarro,64.0
4674,R. Sigurjónsson,64.0
6361,A. Kashi,64.0
10764,D. Gorter,64.0
3289,A. Davies,64.0
6316,Zhang Chengdong,64.0
9303,A. Rømer,64.0
2617,Kauã Abranches,64.0
9074,M. Etuin,64.0
7322,J. Paganoni,64.0
9681,Abraham,64.0
5879,J. Gorenc Stanković,64.0
9293,C. Thompson,64.0
9513,D. Pratley,64.0
7053,S. Grahovac,64.0
440,K. Zouma,64.0
8537,J. Lauridsen,64.0
2041,D. Royer,64.0
8545,A. Crawford,64.0
5495,S. Vergini,64.0
9646,Yun Suk Young,64.0
8814,J. Dasilva,64.0
7984,L. Povea,64.0
4380,J. Botaka,64.0
2581,P. Goltz,64.0
2599,S. Vilakazi,64.0
7058,Kevin,64.0
6823,F. Escobar,64.0
5695,C. Martins,64.0
5900,H. Morita,64.0
831,Pedro Mendes,64.0
2775,L. Öztunalı,64.0
9073,Y. Nazaryna,64.0
4670,A. Chipciu,64.0
4056,Evander,64.0
5701,Nacho Méndez,64.0
9443,A. Jung,64.0
8781,M. Coulibaly,64.0
1070,Aritz Elustondo,64.0
9665,R. Cereceda,64.0
7213,I. Lakićević,64.0
7768,G. Docherty,64.0
6567,Renatao Baumer,64.0
5506,F. Kiss,64.0
8707,N. Fujita,64.0
2662,T. Tomiyasu,64.0
6846,D. de Wit,64.0
7941,L. Houri,64.0
2736,H. Mukhtar,64.0
5099,A. Traustason,64.0
3963,Marco Sangalli,64.0
7525,W. Bakhashwain,64.0
6849,K. Qaka,64.0
8703,Y. Yoshida,64.0
7763,R. Nteka,64.0
6923,A. Mbengue,64.0
1732,A. Long,64.0
7027,K. Haugen,64.0
8695,T. Aoki,64.0
7538,R. Benatelli,64.0
38,P. Aubameyang,64.0
8671,David Rocha,64.0
674,J. Evans,64.0
3980,S. Griesbeck,64.0
2700,M. Cafaro,64.0
4582,G. Jara,64.0
7927,H. Stengel,64.0
4576,M. Correia,64.0
9144,Alex Gorrín,64.0
9154,M. Palmer,64.0
9110,J. Smeets,64.0
8593,L. Gallegos,64.0
6707,G. Arteaga,64.0
10744,O. Bozanic,64.0
9861,N. Breeveld,64.0
5433,T. Makino,64.0
5706,J. Onomah,64.0
8604,V. Giraldo,64.0
6671,O. Wijndal,64.0
6709,D. Suga,64.0
7567,A. Monfray,64.0
2096,K. Billiat,64.0
8742,T. Mabunda,64.0
1632,H. Barnes,64.0
3910,C. Kerbrat,64.0
1634,K. Diatta,64.0
4627,Z. Erdal,64.0
7755,A. Danzi,64.0
9319,Lee Chan Dong,64.0
369,Quaresma,64.0
8732,X. Mlambo,64.0
1902,J. Valdivia,64.0
6027,F. Lewis,64.0
6564,D. Popovič,64.0
10544,L. Garbutt,64.0
454,Deulofeu,64.0
6704,A. Androutsos,64.0
813,Bruno Viana,64.0
4208,J. Lefort,64.0
6401,J. Hunt,64.0
9156,D. Gape,64.0
7003,A. Mansour,64.0
5074,Edu Ramos,64.0
2095,Zainadine,64.0
7194,J. Nolan,64.0
696,C. Stuani,64.0
9437,M. Busellato,64.0
2713,D. Biraschi,64.0
1500,N. Sánchez,64.0
3733,Christian Fernández,64.0
9538,S. MacDonald,64.0
13586,Y. Koike,64.0
6645,S. Nsoki,64.0
7812,Marlon,64.0
10167,S. Aloi,64.0
6900,C. McGeehan,64.0
5602,J. Berthomier,64.0
1332,Rúben Semedo,64.0
6257,A. Pérez,64.0
7829,I. Erquiaga,64.0
1410,J. Campbell,64.0
83,J. Giménez,64.0
3751,A. Jędrzejczyk,64.0
7856,J. Stage,64.0
4871,M. Cash,64.0
4784,J. Bijol,64.0
6654,S. Lauper,64.0
8919,F. Dimarco,64.0
138,E. Džeko,64.0
3031,K. Monnet-Paquet,64.0
7830,Jimmy,64.0
6515,D. Pérez,64.0
3033,L. Nguyen,64.0
7468,L. Laverone,64.0
6794,A. Matusiwa,64.0
1265,R. Orsolini,64.0
9824,I. Santillán,64.0
7696,R. Gravenberch,64.0
2949,M. Oršić,64.0
3603,E. Brítez,64.0
4455,R. Keogh,64.0
9253,D. Widgren,64.0
4113,D. Muñoz,64.0
5657,E. Sancero,64.0
2973,L. Jiménez,64.0
5971,A. Bell,64.0
419,M. Caldara,64.0
2454,N. Müller,64.0
7139,A. Halliday,64.0
614,S. Nakajima,64.0
7466,Yoon Bit Garam,64.0
7816,B. Lennon,64.0
3392,D. Lamkel Zé,64.0
238,L. Bailey,64.0
6516,M. Urruti,64.0
6962,T. Kane,64.0
4436,Seoane,64.0
6505,P. Magalhães,64.0
5767,H. Mendyl,64.0
3034,F. Peluso,64.0
3415,Z. Kalmár,64.0
3800,Simao Mate,64.0
6810,G. Evans,64.0
7304,M. Milligan,64.0
9030,B. Garuccio,64.0
10924,Peng Xinli,64.0
4232,J. Abella,64.0
7445,E. Larsson,64.0
6192,M. El-Munir,64.0
1295,A. Danjuma Groeneveld,64.0
7806,R. McGree,64.0
6299,B. Nehrig,64.0
10865,N. Hasler,64.0
7684,J. Rodríguez,64.0
6300,Bellvís,64.0
4933,C. Aboagye,64.0
6761,L. Krejčí,64.0
8275,B. Smeets,64.0
1175,M. Dossevi,64.0
9815,Jeong Woo Jae,64.0
4936,R. Echeverría,64.0
7683,B. Al Ahbabi,64.0
8518,B. García,64.0
7729,B. Rovira,64.0
9919,C. Cásseres Jr,64.0
9816,G. Alsan,64.0
1314,B. Engels,64.0
4412,C. Ganea,64.0
1459,S. Bocchetti,64.0
7623,A. Camargo,64.0
870,A. Granqvist,64.0
6907,L. Abergel,64.0
