short_name,total
S. Salinas,62.333333333333336
S. Vegas,62.333333333333336
U. Saltnes,62.333333333333336
A. Salifu,62.333333333333336
J. Livolant,62.333333333333336
R. Clark,62.333333333333336
J. Torunarigha,62.333333333333336
M. Pugh,62.333333333333336
F. Benković,62.333333333333336
J. Schauerte,62.333333333333336
J. Brekalo,62.333333333333336
R. Hubník,62.333333333333336
J. Castro,62.333333333333336
P. Schick,62.333333333333336
Carlos Mané,62.333333333333336
N. Bertolo,62.333333333333336
L. Gómez,62.333333333333336
M. Nalepa,62.333333333333336
I. Bandalovski,62.333333333333336
L. Ghiringhelli,62.333333333333336
Pedro Chirivella,62.333333333333336
Javi Alonso,62.333333333333336
D. Zúñiga,62.333333333333336
C. Reilly,62.0
C. Tosun,62.0
D. Moor,62.0
G. Soto,62.0
A. Hughes,62.0
R. Amin,62.0
Cai Huikang,62.0
S. Tronstad,62.0
I. Jáuregui,62.0
N. Atkinson,62.0
T. Schröck,62.0
Y. Andia,62.0
A. Powell,62.0
Park Yong Woo,62.0
Jesús Areso,62.0
M. Lund,62.0
R. Edwards,62.0
K. Antonsen,62.0
S. Olsson,62.0
B. Bronico,62.0
A. Sarcevic,62.0
S. Skrabb,62.0
I. Vásquez,62.0
U. Garcia,62.0
V. Elm,62.0
L. Mosquera,62.0
F. Wadja,62.0
E. Tønne,62.0
Yeom Ki Hun,62.0
Pomares,62.0
A. Bruno,62.0
R. Ruiz,62.0
R. Shirasaki,62.0
S. Allan,62.0
P. Brlek,62.0
Sim Sang Min,62.0
E. Alexander,62.0
N. Thomsen,62.0
Luo Jing,62.0
R. Oaidă,62.0
L. Ochoa,62.0
D. Hočko,62.0
J. Sierra,62.0
A. Rufer,62.0
M. Millar,62.0
Waguininho,62.0
C. Nwakali,62.0
P. Kanstrup,62.0
T. Vlietinck,62.0
J. Stojanović,62.0
Gao Lin,62.0
Jung Won Jin,62.0
A. Ferrari,62.0
J. Jacobson,62.0
D. Post,62.0
H. Mendes,62.0
J. Molangoane,62.0
Renatinho,62.0
Y. El Arabi,62.0
C. Núñez,62.0
D. Szoboszlai,62.0
S. Caldwell,62.0
G. Defrel,62.0
Laure Santeiro,62.0
D. Suzuki,62.0
J. Bizama,62.0
E. Berg,62.0
Zhao Xuri,62.0
A. Bušuladžić,62.0
F. Kanoute,62.0
U. Hünemeier,62.0
Soldado,62.0
M. Martac,62.0
J. Flanagan,62.0
P. Jagielka,62.0
Y. Meriah,62.0
L. Kassi,62.0
I. Alba,62.0
S. Zúñiga,62.0
N. Nyauza,62.0
I. Diop,62.0
E. Borelli,62.0
Deivid,62.0
Mamadu Candé,62.0
H. Mulder,62.0
M. Arini,62.0
Rúben Lameiras,62.0
D. Zabala,62.0
S. Sasaki,62.0
H. Shala,62.0
J. Corrales,62.0
T. Mohr,62.0
D. Crowley,62.0
L. Quintana,62.0
Hervías,62.0
S. Sandberg,62.0
B. Dzsudzsák,62.0
W. López,62.0
O. Watkins,62.0
F. Manzano,62.0
K. Adams Nuhu,62.0
F. Hinestroza,62.0
Moi Delgado,62.0
L. Cooper,62.0
E. Sviatchenko,62.0
Y. de Lanlay,62.0
Miranda,62.0
B. Emir,62.0
C. Rivera,62.0
C. Lepoint,62.0
G. Teigl,62.0
M. Sipľak,62.0
L. Nomenjanahary,62.0
M. Ristić,62.0
N. Schouterden,62.0
M. Constantin,62.0
N. Obiora,62.0
F. Valot,62.0
C. Saldaña,62.0
B. Kessel,62.0
João Afonso,62.0
M. Penney,62.0
J. Huyghebaert,62.0
A. Landgren,62.0
Eduardo Neto,62.0
S. Doumbia,62.0
J. Willock,62.0
J. Thomassen,62.0
K. Sema,62.0
V. Savićević,62.0
Rômulo,62.0
S. Rasswalder,62.0
D. Arslanagic,62.0
A. Toșca,62.0
C. Sierra,62.0
N. Lavanchy,62.0
T. Naylor,62.0
A. Bakasetas,62.0
Serginho,62.0
G. Maggiore,62.0
R. Camacho,62.0
Bruninho,62.0
M. Sulejmani,62.0
J. Gandolfi,62.0
S. Ardero,62.0
A. Nkaka,62.0
A. Soumaoro,62.0
J. Lascelles,62.0
D. Gómez,62.0
H. Taniguchi,62.0
G. Cahill,62.0
H. Rodallega,62.0
J. King,62.0
M. Harnik,62.0
M. Benning,62.0
J. Breitez,62.0
A. MacDonald,62.0
A. Nandzik,62.0
J. Ring,62.0
C. Operi,62.0
J. Sands,62.0
De La Hoz,62.0
M. Viniegra,62.0
M. Uth,62.0
A. DeLaGarza,62.0
J. Sandoval,62.0
M. Chacón,62.0
M. Gaus,62.0
S. Adekugbe,62.0
L. Magallán,62.0
B. Martins Indi,62.0
A. Dijksteel,62.0
B. Konaté,62.0
J. Gómez,62.0
M. Sušić,62.0
J. Kauko,62.0
D. Fisher,62.0
H. Berríos,62.0
L. Martínez,62.0
J. Kübler,62.0
M. Pérez,62.0
Mateus,62.0
Y. Kasim,62.0
S. Pittman,62.0
Kim Soo Beom,62.0
C. Stengs,62.0
P. Aguilar,62.0
Benny,62.0
Gervinho,62.0
R. Lindkvist,62.0
S. Gürler,62.0
J. Noy,62.0
Pablo,62.0
J. Durmaz,62.0
Y. Salibur,62.0
Kim Jin Ya,62.0
O. Duarte,62.0
M. Bagayoko,62.0
W. Burger,62.0
Iago Oliveira,62.0
J. Kopic,62.0
A. Fukuta,62.0
J. Farfán,62.0
Campillo,62.0
S. Campo,62.0
Luis Valcarce,62.0
C. Ascues,62.0
H. Tanaka,62.0
L. Boyé,62.0
Fran García,62.0
S. Foley,62.0
M. Cabit,62.0
I. Scocco,62.0
M. Léris,62.0
Eltildo Correia,62.0
J. Lens,62.0
A. Picchi,62.0
Lourency,61.666666666666664
E. Andersson,61.666666666666664
D. Toia,61.666666666666664
J. Mora,61.666666666666664
Caio Tafarell,61.666666666666664
S. Khaoui,61.666666666666664
W. Zahibo,61.666666666666664
M. Diakhaby,61.666666666666664
B. Purrington,61.666666666666664
S. Mrowca,61.666666666666664
Juanjo Nieto,61.666666666666664
C. Mepham,61.666666666666664
H. Boateng,61.666666666666664
B. Kuscevic,61.666666666666664
M. Abusabaan,61.666666666666664
F. Holthaus,61.666666666666664
D. Saddiki,61.666666666666664
C. Lade,61.666666666666664
Sandro Maceira,61.666666666666664
F. Mac Allister,61.666666666666664
Han Kook Young,61.666666666666664
J. Föhrenbach,61.666666666666664
M. Sak,61.666666666666664
J. Valencia,61.666666666666664
A. Madrid,61.666666666666664
M. Schröter,61.666666666666664
J. Cousins,61.666666666666664
A. Vallci,61.666666666666664
Mario Ortíz,61.666666666666664
Sergio León,61.666666666666664
A. Czerwiński,61.666666666666664
E. Moreno,61.666666666666664
L. Gooch,61.666666666666664
F. Meza,61.666666666666664
M. Duffy,61.666666666666664
M. Amini,61.666666666666664
M. Jamal,61.666666666666664
Ren Hang,61.666666666666664
A. Ragusa,61.666666666666664
Vinícius Jr.,61.666666666666664
A. Andrade,61.666666666666664
W. Vorsager,61.666666666666664
A. Iwobi,61.666666666666664
Marlinito Dias,61.666666666666664
Y. Court,61.666666666666664
F. Bahlouli,61.666666666666664
L. Guwara,61.666666666666664
J. Van Cleemput,61.666666666666664
H. Suárez,61.666666666666664
M. Pazdan,61.666666666666664
Bueno,61.666666666666664
Germán,61.666666666666664
M. Kopczyński,61.666666666666664
Jadson Castrelo,61.666666666666664
C. Camps,61.666666666666664
J. Boye,61.666666666666664
Óscar Sielva,61.666666666666664
M. Frydrych,61.666666666666664
T. Iwata,61.666666666666664
A. Januzaj,61.666666666666664
L. Siligardi,61.666666666666664
Rúben Oliveira,61.666666666666664
Diego Farías,61.666666666666664
Lee Jong Sung,61.666666666666664
David García,61.666666666666664
H. Evjen,61.666666666666664
B. Kopplin,61.666666666666664
Mateu Morey,61.666666666666664
Gustavo Sauer,61.666666666666664
R. Kristiansen,61.666666666666664
A. Deja,61.666666666666664
F. Melegoni,61.666666666666664
T. Bayliss,61.666666666666664
C. Belu-Iordache,61.666666666666664
M. Payero,61.666666666666664
C. Izquierdoz,61.666666666666664
A. Yusuf,61.666666666666664
R. Aït Nouri,61.666666666666664
E. Loiodice,61.666666666666664
J. Bednarek,61.666666666666664
O. Zahustel,61.666666666666664
L. Hufnagel,61.666666666666664
M. Rømer,61.666666666666664
S. N'Guessan,61.666666666666664
O. Lee,61.666666666666664
V. Găman,61.666666666666664
M. Damsgaard,61.666666666666664
R. McCrorie,61.666666666666664
N. Alho,61.666666666666664
J. Untersee,61.666666666666664
A. Gignac,61.666666666666664
V. Vanbaleghem,61.666666666666664
A. Karazor,61.666666666666664
Deng Hanwen,61.666666666666664
J. Van den Bergh,61.666666666666664
C. Laprevotte,61.666666666666664
Gustavo Cascardo,61.666666666666664
H. Salinas,61.666666666666664
R. Rodríguez,61.666666666666664
Lucas Ahijado,61.666666666666664
M. Pintilii,61.666666666666664
U. Demirok,61.666666666666664
M. Saadane,61.666666666666664
M. Fofana,61.666666666666664
S. Friede,61.666666666666664
L. Travis,61.666666666666664
S. Méndez,61.666666666666664
K. Nagasawa,61.666666666666664
A. Bassi,61.666666666666664
M. Schnatterer,61.666666666666664
D. Machís,61.666666666666664
K. Arkivuo,61.666666666666664
Tomás Esteves,61.666666666666664
A. Barman,61.666666666666664
Éder,61.666666666666664
K. Conboy,61.666666666666664
C. Hinestroza,61.666666666666664
I. Saavedra,61.666666666666664
C. Gonzáles,61.666666666666664
D. Boyata,61.666666666666664
E. Kouassi,61.666666666666664
J. Mills,61.666666666666664
A. Zagre,61.666666666666664
K. Kuchaev,61.666666666666664
A. Grant,61.666666666666664
S. van Wermeskerken,61.666666666666664
T. Bunmathan,61.666666666666664
M. Saglam,61.666666666666664
C. Söyüncü,61.666666666666664
T. Taguchi,61.666666666666664
G. dos Santos,61.666666666666664
Álex Collado,61.666666666666664
J. Brayford,61.666666666666664
Pedro Pelágio,61.666666666666664
Casadesús,61.666666666666664
K. Dowell,61.666666666666664
O. Fisher,61.666666666666664
T. Werner,61.666666666666664
P. Retre,61.666666666666664
Allan Bardinho,61.666666666666664
M. Matvienko,61.666666666666664
J. Ekkelenkamp,61.666666666666664
Nascimentardo,61.666666666666664
S. Aškovski,61.666666666666664
V. Regini,61.666666666666664
A. Rizzo,61.666666666666664
I. Alibaev,61.666666666666664
K. Fisker,61.666666666666664
Aitor Buñuel,61.666666666666664
A. Hoffmann,61.666666666666664
Ivo Rodrigues,61.666666666666664
G. Gutiérrez,61.666666666666664
M. Bidstrup,61.666666666666664
D. Gray,61.666666666666664
N. Powell,61.666666666666664
L. Barreiro Martins,61.666666666666664
D. Lewington,61.666666666666664
B. Potts,61.666666666666664
A. Zeneli,61.666666666666664
B. Paulsen,61.666666666666664
C. Pizarro,61.666666666666664
Luiz Araújo,61.666666666666664
P. Nymann,61.666666666666664
F. Quagliarella,61.666666666666664
J. Izquierdo,61.666666666666664
S. Carrasco,61.666666666666664
B. Vidal,61.666666666666664
E. Sağlik,61.666666666666664
H. Seferović,61.666666666666664
N. Butzen,61.666666666666664
M. Andersen,61.666666666666664
N. Bishop,61.666666666666664
G. Voboril,61.666666666666664
G. Ichazo,61.666666666666664
S. Rafn,61.666666666666664
Z. Machach,61.666666666666664
K. Londoño,61.666666666666664
Manu Vallejo,61.666666666666664
Unai Medina,61.666666666666664
Alain Oyarzun,61.666666666666664
M. Eriksson,61.666666666666664
João Reis,61.666666666666664
G. Freitas,61.666666666666664
D. Giraldo,61.666666666666664
Gonçalo Agrelos,61.666666666666664
S. Ilsanker,61.666666666666664
S. Memišević,61.666666666666664
T. Handwerker,61.666666666666664
M. Bader,61.666666666666664
P. Herrmann,61.666666666666664
R. Funes Mori,61.666666666666664
Fabio González,61.666666666666664
P. Helland,61.666666666666664
J. Ramírez,61.666666666666664
Y. Armougom,61.666666666666664
T. Ogihara,61.666666666666664
M. Catalán,61.666666666666664
M. Dube,61.666666666666664
F. Klaus,61.666666666666664
J. Christensen,61.666666666666664
G. Rólantsson Sørensen,61.666666666666664
J. Zavala,61.666666666666664
A. Flores,61.666666666666664
Arturo Molina,61.666666666666664
M. Mbamba,61.666666666666664
B. Rymaniak,61.666666666666664
M. Barrios,61.666666666666664
J. Lowe,61.666666666666664
R. Botta,61.666666666666664
J. Rodríguez,61.666666666666664
Junio,61.666666666666664
Fan Yunlong,61.666666666666664
N. Vidrio,61.666666666666664
M. Desler,61.666666666666664
J. Wójcicki,61.666666666666664
S. Sarr,61.666666666666664
M. El Makrini,61.666666666666664
A. Munksgaard,61.666666666666664
Tang Miao,61.666666666666664
K. Boto,61.666666666666664
S. Aasmundsen,61.666666666666664
J. Wurtz,61.666666666666664
K. Engel,61.666666666666664
E. Aguilar,61.666666666666664
J. Attamah,61.666666666666664
M. Novak,61.666666666666664
M. Odjer,61.666666666666664
M. Musaka,61.666666666666664
M. Costanzo,61.666666666666664
S. Icardi,61.666666666666664
S. Kittel,61.666666666666664
Rubén García,61.666666666666664
S. Scheimann,61.666666666666664
D. Rigo,61.666666666666664
Edu Cortina,61.666666666666664
Osmar,61.666666666666664
W. Parra,61.666666666666664
T. Bu Haymid,61.666666666666664
S. Sosa,61.666666666666664
O. Giroud,61.666666666666664
A. Balzano,61.666666666666664
Wang Shangyuan,61.666666666666664
I. Lichnovsky,61.666666666666664
C. Durkin,61.666666666666664
J. van der Lely,61.666666666666664
Y. Komai,61.666666666666664
B. Salamon,61.666666666666664
A. Rațiu,61.333333333333336
I. Cissé,61.333333333333336
D. Braaten,61.333333333333336
J. Hardeveld,61.333333333333336
I. Camará,61.333333333333336
Jang Ho Ik,61.333333333333336
V. Agardius,61.333333333333336
A. Belmonte,61.333333333333336
Jaume,61.333333333333336
O. Custodio,61.333333333333336
N. Lang,61.333333333333336
D. Pedersen,61.333333333333336
P. Estupiñán,61.333333333333336
Mauro Júnior,61.333333333333336
Fu Huan,61.333333333333336
J. Martinez,61.333333333333336
Nouhou,61.333333333333336
M. Marin,61.333333333333336
J. Dacres-Cogley,61.333333333333336
I. Baba,61.333333333333336
H. Duljević,61.333333333333336
Pablo Pérez,61.333333333333336
M. Maria,61.333333333333336
Lucas Pérez,61.333333333333336
N. Thompson,61.333333333333336
Ontiveros,61.333333333333336
F. Nadalín,61.333333333333336
Fidalgo,61.333333333333336
J. Davidson,61.333333333333336
C. Corvalán,61.333333333333336
A. Nouri,61.333333333333336
K. Dolly,61.333333333333336
L. Akins,61.333333333333336
S. Lawless,61.333333333333336
M. Doughty,61.333333333333336
M. Troiano,61.333333333333336
J. Riley,61.333333333333336
R. Guerra,61.333333333333336
Juande,61.333333333333336
S. Chukwueze,61.333333333333336
R. Vlaar,61.333333333333336
P. Ofosu-Ayeh,61.333333333333336
Vieirundinho,61.333333333333336
S. Macías,61.333333333333336
A. O'Neill,61.333333333333336
F. Moufi,61.333333333333336
Alcalá,61.333333333333336
R. Kongolo,61.333333333333336
Otávio Cairinho,61.333333333333336
A. Bassoli,61.333333333333336
M. O'Connor,61.333333333333336
C. Woods,61.333333333333336
G. Shoji,61.333333333333336
Ivan Cavaleiro,61.333333333333336
D. Barbona,61.333333333333336
P. Tau,61.333333333333336
Bai Jiajun,61.333333333333336
Jemerson,61.333333333333336
Tomás Nuninho,61.333333333333336
O. Sangante,61.333333333333336
Jovane Cabral,61.333333333333336
Paulinho,61.333333333333336
D. Gordon,61.333333333333336
T. McMahon,61.333333333333336
D. Edwards,61.333333333333336
R. van Wolfswinkel,61.333333333333336
Juli Freitinho,61.333333333333336
J. Stanislas,61.333333333333336
S. D'Elia,61.333333333333336
R. Chávez,61.333333333333336
R. Smallwood,61.333333333333336
S. Blanco,61.333333333333336
M. van der Maarel,61.333333333333336
A. Crescenzi,61.333333333333336
A. Al Khaibari,61.333333333333336
Arribas,61.333333333333336
M. Dávila,61.333333333333336
B. Lozano,61.333333333333336
Sergio Gómez,61.333333333333336
C. Stanko,61.333333333333336
J. Eickmayer,61.333333333333336
A. Bakayoko,61.333333333333336
J. Rafferty,61.333333333333336
H. Toledo,61.333333333333336
F. Eguelfi,61.333333333333336
M. Busi,61.333333333333336
M. Biankadi,61.333333333333336
C. McFadzean,61.333333333333336
A. Akkaynak,61.333333333333336
C. Zapata,61.333333333333336
J. Vossen,61.333333333333336
L. Samson,61.333333333333336
G. Hoarau,61.333333333333336
Paulo Vinícius,61.333333333333336
Licá,61.333333333333336
A. Witry,61.333333333333336
Wallace,61.333333333333336
T. Puangchan,61.333333333333336
V. Aboubakar,61.333333333333336
J. Brunetta,61.333333333333336
E. Hewitt,61.333333333333336
A. Esiti,61.333333333333336
A. Soto,61.333333333333336
K. Pusch,61.333333333333336
C. Routis,61.333333333333336
M. Suárez,61.333333333333336
F. Tolomello,61.333333333333336
Bruno Santos,61.333333333333336
L. Tipton,61.333333333333336
L. Villafañez,61.333333333333336
J. Ríos,61.333333333333336
Rubén Lobato,61.333333333333336
M. Aramu,61.333333333333336
M. Ambichl,61.333333333333336
B. Mechele,61.333333333333336
A. Sanabria,61.333333333333336
R. Janssen,61.333333333333336
S. Boufal,61.333333333333336
E. Fryers,61.333333333333336
B. Shea,61.333333333333336
K. Jacobs,61.333333333333336
Zhou Dingyang,61.333333333333336
A. Guido,61.333333333333336
Borja Mayoral,61.333333333333336
O. Banks,61.333333333333336
H. Cochrane,61.333333333333336
C. Schwegler,61.333333333333336
N. Zanellato,61.333333333333336
J. Harvey,61.333333333333336
A. Morenzo,61.333333333333336
N. Umyarov,61.333333333333336
K. Baldé,61.333333333333336
Y. Bammou,61.333333333333336
M. Duelund,61.333333333333336
E. Dina Ebimbe,61.333333333333336
I. Brown,61.333333333333336
H. Mier,61.333333333333336
M. Ashimeru,61.333333333333336
L. Mulholland,61.333333333333336
Zhou Yun,61.333333333333336
G. Piovi,61.333333333333336
J. Beyer,61.333333333333336
C. Orrantía,61.333333333333336
M. Lorenz,61.333333333333336
F. Caligara,61.333333333333336
S. Grether,61.333333333333336
M. Rygaard,61.333333333333336
V. Burgoa,61.333333333333336
F. Darwish,61.333333333333336
N. Omladič,61.333333333333336
A. Milošević,61.333333333333336
C. Dorda,61.333333333333336
Luo Senwen,61.333333333333336
M. Fujita,61.333333333333336
N. Fazzi,61.333333333333336
M. Bejarano,61.333333333333336
M. Al Thmali,61.333333333333336
L. Vásquez,61.333333333333336
T. Breukers,61.333333333333336
André Silva,61.333333333333336
G. Di Chiara,61.333333333333336
X. Emmers,61.333333333333336
T. Christiansen,61.333333333333336
F. Seymour,61.333333333333336
M. Vilhjálmsson,61.333333333333336
J. Goossens,61.333333333333336
M. Bălașa,61.333333333333336
M. Đurić,61.333333333333336
Y. Croizet,61.333333333333336
B. Stillhart,61.333333333333336
K. Shibasaki,61.333333333333336
V. Sielis,61.333333333333336
J. Reinhardt,61.333333333333336
R. Gómez,61.333333333333336
David Fernández,61.333333333333336
Jorge Silva,61.333333333333336
F. Koch,61.333333333333336
M. Viviani,61.333333333333336
T. Dieng,61.333333333333336
B. Idowu,61.333333333333336
Lolo,61.333333333333336
K. Günter,61.333333333333336
O. González,61.333333333333336
Adryan,61.333333333333336
J. Barroso,61.333333333333336
C. Ilić,61.333333333333336
L. James,61.333333333333336
I. Seck,61.333333333333336
Hildeberto Pereira,61.333333333333336
A. Al Malki,61.333333333333336
Paco Alcácer,61.333333333333336
Otegui,61.333333333333336
J. Galeano,61.333333333333336
H. Toffolo,61.333333333333336
Kako Sanz,61.333333333333336
R. Quirynen,61.333333333333336
N. Hammann,61.333333333333336
Q. Bena,61.333333333333336
Leo Baptistao,61.333333333333336
B. Smith,61.333333333333336
Y. Kubo,61.333333333333336
T. Kortegaard,61.333333333333336
Kim Min Woo,61.333333333333336
B. Jopek,61.333333333333336
F. Píriz,61.333333333333336
Saúl Crespo,61.333333333333336
A. Çalık,61.333333333333336
M. Vera,61.333333333333336
C. Cadden,61.333333333333336
Y. Ibrahimaj,61.333333333333336
J. Wallace,61.333333333333336
K. Baccus,61.333333333333336
O. Hoban,61.333333333333336
M. Pucciarelli,61.333333333333336
A. Melgalvis,61.333333333333336
L. Burliga,61.333333333333336
I. Louza,61.333333333333336
B. Pelé,61.333333333333336
O. Boumal,61.333333333333336
J. Beaulieu,61.333333333333336
A. Sigurðsson,61.333333333333336
D. Denić,61.333333333333336
A. Cistana,61.333333333333336
L. Galeano,61.333333333333336
D. Mosquera,61.0
G. Chakvetadze,61.0
J. Hanson,61.0
G. Saunders,61.0
T. Andreu,61.0
Carlos Ponck,61.0
F. Al Aiyaf,61.0
T. Conlon,61.0
K. Yoda,61.0
N. Molina,61.0
T. Makowski,61.0
C. Wilson,61.0
Y. Hurtado,61.0
R. Lundström,61.0
E. Cantú,61.0
Marlion Rolim,61.0
V. Gvilia,61.0
J. Mellot,61.0
Gabriel Xavier,61.0
A. Manneh,61.0
J. Buitrago,61.0
S. Spierings,61.0
Joaquim Adão,61.0
S. Benrahma,61.0
L. Brown,61.0
B. Çamoğlu,61.0
G. Sağlam,61.0
W. Saliba,61.0
Romário,61.0
S. Ernst,61.0
B. Petković,61.0
Saberto Botelho,61.0
I. Hagi,61.0
T. Murg,61.0
S. Ramírez,61.0
M. Somma,61.0
M. Thalhammer,61.0
F. Pardo,61.0
N. Besler,61.0
Willian José,61.0
J. Henry,61.0
T. Ebner,61.0
V. Cabrera,61.0
A. Phliponeau,61.0
A. Franco,61.0
M. Leitgeb,61.0
Luan Cândido,61.0
Y. Coulibaly,61.0
A. Ciciretti,61.0
Magno,61.0
Edgar Méndez,61.0
F. N'Goma,61.0
R. Tait,61.0
D. Cvitanich,61.0
H. Akpan,61.0
K. Mets,61.0
N. De Préville,61.0
W. Creavalle,61.0
M. Karl,61.0
J. Peters,61.0
T. Pearce,61.0
C. Arcus,61.0
Pedro Sánchez,61.0
M. Trapp,61.0
K. Grosicki,61.0
F. Jensen,61.0
T. Svendsen,61.0
A. Turan,61.0
S. Gallucci,61.0
Botelhinonsa,61.0
L. Checchin,61.0
P. Chato,61.0
S. Zwierschitz,61.0
K. Matsubara,61.0
F. Makaringe,61.0
E. Millot,61.0
K. Mawatari,61.0
J. Husband,61.0
S. Calvano,61.0
Vadillo,61.0
S. Ağçay,61.0
D. Potts,61.0
A. Petagna,61.0
M. de Leeuw,61.0
A. Mayorga,61.0
Nicolás Formido,61.0
J. Nyholm,61.0
S. Gannon,61.0
S. Leyton,61.0
J. Williams,61.0
D. Kamada,61.0
Diego Barri,61.0
B. Stevenson,61.0
B. Motshwari,61.0
C. Immobile,61.0
Unai Vencedor,61.0
M. Udol,61.0
D. Lezcano,61.0
Querol,61.0
J. Sternberg,61.0
H. Bockhorn,61.0
L. Narváez,61.0
Y. Konno,61.0
K. Vincent-Young,61.0
Jordi Amat,61.0
M. Jorquera,61.0
J. Eggestein,61.0
A. Stevanović,61.0
J. Laurent,61.0
S. Downing,61.0
N. Busch Thor,61.0
L. Barrera,61.0
Alan Carvalho,61.0
R. Edwards,61.0
A. Danielsen,61.0
Soares,61.0
J. O'Brien,61.0
Jonatan Soriano,61.0
Judson,61.0
G. Togni,61.0
Matos,61.0
C. Arrieta,61.0
A. Tanaka,61.0
A. Sissako,61.0
Filipe Soares,61.0
Yang Xiaotian,61.0
H. Singh,61.0
D. Dziwniel,61.0
R. Hirose,61.0
D. Moreno,61.0
L. Sigali,61.0
E. Pinnock,61.0
R. Morioka,61.0
G. Pezzella,61.0
D. Iorfa,61.0
G. Cabral,61.0
T. Tlolane,61.0
J. Kluivert,61.0
J. Blomberg,61.0
T. Reijnders,61.0
João Teixeira,61.0
J. Mårtensson,61.0
E. Farias,61.0
Shin Kwang Hoon,61.0
E. Hackman,61.0
K. Watanabe,61.0
J. Broh Tonye,61.0
A. Andersson,61.0
E. Tercero,61.0
B. Bodin,61.0
P. Akono,61.0
A. Khammas,61.0
Alex Sola,61.0
D. Lischka,61.0
L. Necul,61.0
J. Brown,61.0
N. Adams,61.0
A. Robinson,61.0
C. Fiore,61.0
A. Batsula,61.0
E. Käck,61.0
R. Nyambe,61.0
M. Saymak,61.0
J. Ruiz,61.0
J. Bree,61.0
J. Dompé,61.0
Alex Bermejo,61.0
P. Green,61.0
A. Lioi,61.0
F. Deli,61.0
Laguardia,61.0
E. Janža,61.0
R. Pietrzak,61.0
Yang Sang Min,61.0
C. Clark,61.0
A. Tarek,61.0
Y. Misao,61.0
D. Zuma,61.0
V. Sierro,61.0
I. Belfodil,61.0
H. Kane,61.0
B. de Nooijer,61.0
S. Daham,61.0
R. Zalazar,61.0
L. Selahi,61.0
M. Sitti,61.0
M. Lundemo,61.0
F. Nordkvelle,61.0
L. Piątek,61.0
Cho Ji Hun,61.0
H. Onyekuru,61.0
D. Romney,61.0
G. Esparza,61.0
Y. Opazo,61.0
J. Mellis,61.0
D. Wouters,61.0
B. El Mohamady,61.0
J. van der Heyden,61.0
M. Roman,61.0
C. Râpă,61.0
S. Kavanagh,61.0
R. McLaughlin,61.0
S. McGinn,61.0
T. Beltran,61.0
D. Pisot,61.0
A. Cerci,61.0
Mauriçio Clerez,61.0
R. Lucena,61.0
G. Iliev,61.0
Y. Ravet,61.0
A. Ba,61.0
Salomão,61.0
G. Núñez,61.0
M. Diakota,61.0
M. Tosetti,61.0
L. Verna,61.0
B. Henning,61.0
Y. Mokhtar,61.0
Cristian Rodríguez,61.0
T. Diagouraga,61.0
E. Schreiner,61.0
D. Mbokani,61.0
K. Krolicki,61.0
Sergio Ruiz,61.0
I. Mboyo,61.0
L. Sercombe,61.0
Delmás,61.0
J. Cordoval,61.0
A. Medina,61.0
G. Francomb,61.0
D. Holmes,61.0
D. Hancko,61.0
Rui Pires,61.0
A. Falatah,61.0
B. Reeves,61.0
H. Bjørdal,61.0
Omar Ramos,61.0
E. Linthorst,61.0
A. Nwakaeme,61.0
V. Lekhal,61.0
S. van den Berg,61.0
H. Ben Moussa,61.0
Sergio Lozano,60.666666666666664
M. Guerreyro,60.666666666666664
S. Wüthrich,60.666666666666664
Jurado,60.666666666666664
S. Auer,60.666666666666664
B. Espinosa,60.666666666666664
M. Terrier,60.666666666666664
K. O'Connor,60.666666666666664
J. Grounds,60.666666666666664
E. Velasco,60.666666666666664
Cejudo,60.666666666666664
M. Pereira,60.666666666666664
O. Okwonkwo,60.666666666666664
J. Guidetti,60.666666666666664
T. Domgjoni,60.666666666666664
P. Szymiński,60.666666666666664
S. Sinclair,60.666666666666664
J. Riley,60.666666666666664
A. Georgen,60.666666666666664
J. Brix-Damborg,60.666666666666664
E. Choupo-Moting,60.666666666666664
Jano,60.666666666666664
Sebas Coris,60.666666666666664
Dani Rochelinhas,60.666666666666664
Leonardo Lopes,60.666666666666664
R. van La Parra,60.666666666666664
V. Hammershøj-Mistrati,60.666666666666664
Romário Baró,60.666666666666664
L. Frecklington,60.666666666666664
G. Morrissey,60.666666666666664
Mi Haolun,60.666666666666664
Kangin Lee,60.666666666666664
D. Rodríguez,60.666666666666664
O. Käuper,60.666666666666664
H. Massengo,60.666666666666664
Salva,60.666666666666664
V. Germain,60.666666666666664
D. Sterling,60.666666666666664
M. Torrén,60.666666666666664
Y. Kashiwa,60.666666666666664
Señé,60.666666666666664
K. Al Ghamdi,60.666666666666664
S. Coopman,60.666666666666664
F. Morais,60.666666666666664
A. Latifu,60.666666666666664
M. Rojas,60.666666666666664
P. Salomon,60.666666666666664
P. Forsell,60.666666666666664
W. Kamavuaka,60.666666666666664
S. van Beek,60.666666666666664
Wang Gang,60.666666666666664
J. Phojo,60.666666666666664
H. Kiyotake,60.666666666666664
M. Zenteno,60.666666666666664
R. Philippoteaux,60.666666666666664
P. Wiesinger,60.666666666666664
M. Lorentzson,60.666666666666664
E. Hamilton,60.666666666666664
J. Egan,60.666666666666664
Morata,60.666666666666664
E. Upson,60.666666666666664
P. Barrera,60.666666666666664
E. Velázquez,60.666666666666664
João Carvalho,60.666666666666664
